Iteration,film = A_Probability,film = B_Probability,film = C_Probability
111,0.48216260526579185,0.36409673892817623,0.15374065580603183
112,0.47734097921313395,0.3704557715388945,0.15220324924797152
113,0.4825675694210026,0.3667512138235055,0.15068121675549181
114,0.48774189372679266,0.3630837016852705,0.14917440458793693
115,0.48774189372679266,0.3630837016852705,0.14917440458793693
116,0.4828644747895247,0.36945286466841776,0.14768266054205756
117,0.4828644747895247,0.36945286466841776,0.14768266054205756
118,0.4780358300416295,0.3757583360217336,0.14620583393663697
119,0.4832554717412131,0.3720007526615162,0.14474377559727059
120,0.48325547174121314,0.3720007526615163,0.1447437755972706
121,0.48842291702380103,0.3682807451349011,0.14329633784129792
122,0.49353868785356303,0.3645979376835521,0.14186337446288494
123,0.4986033009750274,0.36095195830671656,0.14044474071825608
124,0.5036172679652772,0.3573424387236494,0.1390402933110735
125,0.4985810952856244,0.3637690143364129,0.13764989037796277
126,0.49359528433276817,0.3701313241930488,0.13627339147418313
127,0.48865933148944046,0.3764300109511183,0.1349106575594413
128,0.4837727381745461,0.3826657108416071,0.13356155098384687
129,0.4789350107928006,0.38883905373319105,0.1322259354740084
130,0.47414566068487257,0.39495066319585914,0.13090367611926831
131,0.47940420407802387,0.39100115656390055,0.12959463935807564
132,0.4746101620372436,0.39709114499826154,0.1282986929644949
133,0.4746101620372436,0.39709114499826154,0.1282986929644949
134,0.4798640604168712,0.3931202335482789,0.12701570603484993
135,0.47506541981270245,0.39918903121279614,0.12574554897450144
136,0.4803147656145754,0.39519714090066815,0.12448809348475642
137,0.4803147656145754,0.39519714090066815,0.12448809348475642
138,0.47551161795842967,0.40124516949166145,0.12324321254990886
139,0.4807565017788454,0.39723271779674485,0.12201078042440977
140,0.485948936761057,0.39326039061877743,0.12079067262016568
141,0.48108944739344633,0.39932778671258956,0.119582765893964
142,0.47627855291951193,0.40533450884546374,0.11838693823502437
143,0.4715157673903168,0.41128116375700907,0.11720306885267413
144,0.47680060971641364,0.40716835211943897,0.1160310381641474
145,0.4720326036192495,0.41309666859824457,0.11487072778250591
146,0.47731227758305705,0.40896570191226217,0.11372202050468087
147,0.48253915480722637,0.40487604489313944,0.11258480029963404
148,0.48771376325915416,0.4008272844442081,0.11145895229663771
149,0.4928366256265626,0.396819011599766,0.11034436277367134
150,0.487908259370297,0.4028508214837684,0.10924091914593463
151,0.487908259370297,0.4028508214837684,0.10924091914593463
152,0.48302917677659407,0.4088223132689307,0.10814850995447528
153,0.48302917677659407,0.4088223132689307,0.10814850995447528
154,0.4781988850088281,0.4147340901362414,0.10706702485493053
155,0.47341689615873983,0.420586749234879,0.10599635460638122
156,0.47868272719715244,0.4163808817425302,0.10493639106031741
157,0.47868272719715244,0.4163808817425302,0.10493639106031741
158,0.4738958999251809,0.4222170729251049,0.10388702714971423
159,0.4691569409259291,0.42799490219585384,0.10284815687821709
160,0.4691569409259291,0.42799490219585384,0.10284815687821709
161,0.4644653715166698,0.4337149531738953,0.10181967530943492
162,0.4598207178015031,0.43937780364215634,0.10080147855634057
163,0.45522251062348806,0.4449840256057348,0.09979346377077716
164,0.4506702855172532,0.45053418534967743,0.0987955291330694
165,0.44616358266208067,0.45602884349618067,0.0978075738417387
166,0.4417019468354599,0.46146855506121887,0.09682949810332131
167,0.4372849273671053,0.4668538695106067,0.0958612031222881
168,0.44291207809343425,0.4621853308155006,0.09490259109106522
169,0.44291207809343425,0.4621853308155006,0.09490259109106522
170,0.4484829573124998,0.4575634775073455,0.09395356518015453
171,0.44399812773937486,0.4629878427322721,0.093014029528353
172,0.43955814646198116,0.46835796430494947,0.09208388923306948
173,0.43516256499736133,0.4736743846619,0.0911630503407388
174,0.4308109393473876,0.4789376408152809,0.0902514198373314
175,0.43650282995391376,0.4741482644071281,0.08934890563895809
176,0.43213780165437465,0.47940678176305684,0.08845541658256852
177,0.43213780165437465,0.47940678176305684,0.08845541658256852
178,0.43213780165437465,0.47940678176305684,0.08845541658256852
179,0.4378164236378309,0.47461271394542626,0.08757086241674283
180,0.4434382594014526,0.469866586805972,0.0866951537925754
181,0.4434382594014526,0.469866586805972,0.0866951537925754
182,0.4434382594014526,0.469866586805972,0.0866951537925754
183,0.4434382594014526,0.469866586805972,0.0866951537925754
184,0.4490038768074381,0.46516792093791226,0.08582820225464965
185,0.4490038768074381,0.46516792093791226,0.08582820225464965
186,0.4490038768074381,0.46516792093791226,0.08582820225464965
187,0.44451383803936373,0.4705162417285331,0.08496992023210316
188,0.4500686996589701,0.46581107931124777,0.08412022102978213
189,0.4555680126623804,0.4611529685181353,0.08327901881948431
190,0.45101233253575657,0.46654143883295396,0.08244622863128946
191,0.456502209210399,0.46187602444462444,0.08162176634497657
192,0.461937187118295,0.4572572642001782,0.08080554868152681
193,0.4673178152471121,0.4526846915581764,0.07999749319471154
194,0.47264463709464094,0.44815784464259467,0.07919751826276443
195,0.4679181907236945,0.45367626619616874,0.07840554308013678
196,0.4679181907236945,0.45367626619616874,0.07840554308013678
197,0.4732390088164576,0.44913950353420706,0.07762148764933541
198,0.4685066187282929,0.4546481084988649,0.07684527277284205
199,0.46850661872829297,0.45464810849886494,0.07684527277284206
200,0.47382155254101005,0.45010162741387627,0.07607682004511364
201,0.46908333701559995,0.4556006111397375,0.0753160518446625
202,0.474392503645444,0.45104460502834015,0.0745628913262159
203,0.474392503645444,0.45104460502834015,0.0745628913262159
204,0.47964857860898946,0.44653415897805665,0.07381726241295372
205,0.47485209282289964,0.45206881738827615,0.0730790897888242
206,0.4801035718946706,0.4475481292143934,0.07234829889093596
207,0.4801035718946706,0.4475481292143934,0.07234829889093596
208,0.47530253617572393,0.4530726479222495,0.0716248159020266
209,0.4805495108139667,0.448541921443027,0.07090856774300633
210,0.48574401570582704,0.4440565022285967,0.07019948206557626
211,0.49088657554876874,0.43961593720631076,0.0694974872449205
212,0.4859777097932811,0.4452197778342477,0.0688025123724713
213,0.49111793269534826,0.4407675800559052,0.06811448724874658
214,0.49620675336839476,0.43635990425534615,0.06743334237625911
215,0.4912446858347108,0.4419963052127927,0.06675900895249652
216,0.4863322389763637,0.4475763421606648,0.06609141886297155
217,0.48146891658660007,0.4531005787390581,0.06543050467434183
218,0.48146891658660007,0.4531005787390581,0.06543050467434183
219,0.48146891658660007,0.4531005787390581,0.06543050467434183
220,0.48665422742073405,0.44856957295166755,0.06477619962759841
221,0.4817876851465267,0.4540838772221509,0.06412843763132242
222,0.4869698082950614,0.4495430384499294,0.0634871532550092
223,0.4821001102121108,0.4550476080654301,0.0628522817224591
224,0.4821001102121108,0.4550476080654301,0.0628522817224591
225,0.4772791091099897,0.4604971319847758,0.06222375890523451
226,0.4825063180188898,0.45589216066492805,0.06160152131618216
227,0.48768125483870084,0.45133323905827866,0.06098550610302033
228,0.4828044422903139,0.45681990666769595,0.060375651041990136
229,0.47797639786741075,0.46225170760101897,0.05977189453157023
230,0.4831966338887367,0.45762919052500883,0.059174175586254533
231,0.4883646675498493,0.4530528986197587,0.05858243383039199
232,0.4834810208743508,0.45852236963356113,0.05799660949208807
233,0.4886462106656073,0.4539371459372255,0.05741664339716719
234,0.4937597485589512,0.44939777447785323,0.05684247696319552
235,0.4937597485589512,0.44939777447785323,0.05684247696319552
236,0.49882215107336175,0.44490379673307473,0.05627405219356357
237,0.5038339295626282,0.44045475876574397,0.05571131167162794
238,0.5038339295626282,0.44045475876574397,0.05571131167162794
239,0.5087955902670019,0.4360502111780865,0.05515419855491166
240,0.5137076343643319,0.43168970906630566,0.05460265656936254
241,0.5185705580206885,0.4273728119756426,0.05405663000366892
242,0.5185705580206885,0.4273728119756426,0.05405663000366892
243,0.5185705580206885,0.4273728119756426,0.05405663000366892
244,0.5133848524404816,0.43309908385588614,0.05351606370363223
245,0.5082510039160769,0.43876809301732733,0.05298090306659592
246,0.5131684938769161,0.43438041208715406,0.05245109403592996
247,0.5131684938769161,0.43438041208715406,0.05245109403592996
248,0.5180368089381469,0.4300366079662824,0.05192658309557065
249,0.5128564408487655,0.43573624188661964,0.05140731726461495
250,0.5077278764402778,0.44137887946775345,0.0508932440919688
251,0.5077278764402778,0.44137887946775345,0.0508932440919688
252,0.5026505976758749,0.4469650906730758,0.0503843116510491
253,0.5076240916991163,0.44249543976634514,0.04988046853453861
254,0.5076240916991163,0.44249543976634514,0.04988046853453861
255,0.5025478507821252,0.44807048536868177,0.049381663849193236
256,0.5075223722743037,0.44358978051499487,0.04888784721070129
257,0.5124471485515608,0.43915388270984496,0.048398968738594284
258,0.5173226770660452,0.4347623438827465,0.04791497905120834
259,0.5221494502953847,0.43041472044391904,0.047435829260696255
260,0.5169279557924309,0.4361105732394798,0.046961470968089294
261,0.5117586762345065,0.44174946750708505,0.046491856258408404
262,0.5066410894721615,0.4473319728320142,0.04602693769582432
263,0.5015746785774399,0.45285865310369405,0.04556666831886608
264,0.4965589317916655,0.4583300665726571,0.04511100163567742
265,0.4965589317916655,0.4583300665726571,0.04511100163567742
266,0.49159334247374886,0.46374676590693054,0.044659891619320644
267,0.48667740904901136,0.46910929824786124,0.04421329270312744
268,0.49181063495852123,0.46441820526538263,0.043771159776096163
269,0.486892528608936,0.4697740232127288,0.043333448178335204
270,0.49202360332284667,0.46507628298060155,0.042900113696551855
271,0.4971033672896182,0.4604255201507955,0.042471112559586334
272,0.502132333616722,0.45582126494928754,0.04204640143399047
273,0.4971110102805548,0.46126305229979464,0.041625937419650566
274,0.5021399001777492,0.4566504217767967,0.041209678045454064
275,0.4971185011759717,0.4620839175590287,0.04079758126499952
276,0.5021473161642122,0.45746307838343847,0.040389605452349535
277,0.50712584300257,0.45288844759960406,0.03998570939782604
278,0.50712584300257,0.45288844759960406,0.03998570939782604
279,0.5020545845725443,0.4583595631236079,0.03958585230384777
280,0.5070340387268188,0.45377596749237187,0.03918999378080929
281,0.5019636983395507,0.4592382078174482,0.038798093843001195
282,0.5069440613561552,0.4546458257392737,0.038410112904571185
283,0.5069440613561552,0.4546458257392737,0.038410112904571185
284,0.5118746207425936,0.45009936748188084,0.03802601177552547
285,0.5118746207425937,0.4500993674818809,0.038026011775525476
286,0.5167558745351678,0.4455983738070621,0.03764575165777022
287,0.521588315789816,0.44114239006899136,0.03726929414119251
288,0.526372432631918,0.4367309661683015,0.03689660119978059
289,0.5311087083055989,0.43236365650661845,0.036527635187782785
290,0.5311087083055989,0.43236365650661845,0.036527635187782785
291,0.5357976212225428,0.42804001994155216,0.03616235883590495
292,0.5404396450103175,0.4237596197421367,0.03580073524754591
293,0.5450352485602142,0.41952202354471524,0.03544272789507044
294,0.5395848960746121,0.4253268033092681,0.035088300616119734
295,0.5341890471138661,0.4310735352761754,0.034737417609958535
296,0.5341890471138661,0.4310735352761754,0.034737417609958535
297,0.5388471566427274,0.42676279992341365,0.03439004343385895
298,0.5434586850763001,0.4224951719241795,0.034046142999520364
299,0.5480240982255371,0.4182702202049377,0.03370568156952516
300,0.5425438572432817,0.42408751800288835,0.03336862475382991
301,0.537118418670849,0.4298466428228595,0.03303493850629161
302,0.5317472344841404,0.4355481763946308,0.03270458912122869
303,0.536429762139299,0.4311926946306845,0.0323775432300164
304,0.541065464517906,0.42688076768437766,0.03205376779771624
305,0.5456548098727271,0.4226119600075339,0.03173323011973908
306,0.5501982617739998,0.4183858404074586,0.03141589781854169
307,0.5546962791562597,0.414201982003384,0.031101738840356274
308,0.5491493163646971,0.4200599621833501,0.03079072145195271
309,0.5436578232010502,0.42585936256151663,0.030482814237433185
310,0.5436578232010502,0.42585936256151663,0.030482814237433185
311,0.5436578232010502,0.42585936256151663,0.030482814237433185
312,0.5436578232010502,0.42585936256151663,0.030482814237433185
313,0.5436578232010502,0.42585936256151663,0.030482814237433185
314,0.5482212449690397,0.4216007689359015,0.030177986095058854
315,0.5527390325193493,0.41738476124654245,0.029876206234108266
316,0.5472116421941559,0.42321091363407704,0.029577444171767185
317,0.5517395257722143,0.4189788044977363,0.029281669730049514
318,0.5517395257722143,0.4189788044977363,0.029281669730049514
319,0.5562221305144921,0.4147890164527588,0.02898885303274901
320,0.5606599092093473,0.41064112628823124,0.028698964502421525
321,0.5550533101172538,0.41653471502534894,0.02841197485739731
322,0.5595027770160812,0.4123693678750955,0.028127855108823336
323,0.5639077492459204,0.40824567419634455,0.027846576557735103
324,0.5582686717534612,0.4141632174543811,0.027568110792157752
325,0.5626859850359266,0.4100215852798373,0.027292429684236175
326,0.5570591251855673,0.4159213694270389,0.027019505387393814
327,0.5514885339337117,0.4217621557327685,0.026749310333519877
328,0.5459736485943746,0.4275445341754408,0.026481817230184678
329,0.5405139121084308,0.4332690888336864,0.02621699905788283
330,0.5351087729873465,0.43893639794534955,0.025954829067304005
331,0.539757685257473,0.43454703396589606,0.025695280776630965
332,0.5343601084048983,0.4402015636262371,0.025438327968864655
333,0.5390165073208494,0.4357995479899747,0.025183944689176008
334,0.5436263422476408,0.431441552510075,0.024932105242284248
335,0.5381900788251645,0.43712713698497424,0.024682784189861404
336,0.5428081780369127,0.4327558656151244,0.024435956347962782
337,0.5473800962565437,0.4284283069589732,0.024191596784483158
338,0.5519062952939782,0.4241440238893834,0.02394968081663832
339,0.5563872323410385,0.41990258365048966,0.023710184008471944
340,0.5563872323410385,0.41990258365048966,0.023710184008471944
341,0.560823360017628,0.41570355781398466,0.023473082168387217
342,0.5652151264174518,0.4115465222358448,0.023238351346703344
343,0.5595629751532774,0.41743105701348643,0.023005967833236315
344,0.5639673454017445,0.4132567464433516,0.022775908154903952
345,0.568327671947727,0.40912417897891806,0.022548149073354912
346,0.5726443952282497,0.40503293718912886,0.022322667582621362
347,0.5726443952282497,0.40503293718912886,0.022322667582621362
348,0.5769179512759672,0.40098260781723755,0.022099440906795147
349,0.5811487717632077,0.39697278173906525,0.0218784464977272
350,0.5853372840455756,0.3930030539216746,0.021659662032749927
351,0.5794839112051198,0.39907302338245776,0.021443065412422423
352,0.5836890720930686,0.39508229314863325,0.0212286347582982
353,0.5878521813721379,0.3911314702171469,0.02101634841071522
354,0.5919736595584166,0.38722015551497546,0.02080618492660807
355,0.5860539229628324,0.3933479539598257,0.02059812307734199
356,0.580193383733204,0.3994144744202273,0.020392141846568568
357,0.584391449895872,0.39542032967602514,0.020188220428102886
358,0.5785475353969133,0.4014661263792649,0.019986338223821856
359,0.5827620600429442,0.39745146511547225,0.019786474841583638
360,0.5869344394425148,0.3934769504643175,0.019588610093167803
361,0.5869344394425148,0.3934769504643175,0.019588610093167803
362,0.5810650950480897,0.39954218095967436,0.019392723992236124
363,0.5752544440976087,0.4055467591500776,0.019198796752313764
364,0.5795018996566327,0.4014912915585768,0.019006808784790625
365,0.5837068806600664,0.39747637864299107,0.018816740696942717
366,0.5778698118534656,0.40350161485656105,0.018628573289973287
367,0.5820911137349309,0.39946659870799545,0.018442287557073556
368,0.5862702025975817,0.39547193272091546,0.01825786468150282
369,0.5904075005716058,0.3915172133937063,0.018075286034687794
370,0.5945034255658899,0.3876020412597693,0.01789453317434092
371,0.5985583913102309,0.3837260208471716,0.01771558784259751
372,0.6025728073971286,0.3798887606386999,0.017538431964171534
373,0.6065470793231573,0.3760898730323129,0.017363047644529818
374,0.6104816085299257,0.37232897430198975,0.01718941716808452
375,0.6104816085299257,0.37232897430198975,0.01718941716808452
376,0.6043767924446265,0.37860568455896987,0.017017522996403675
377,0.6083330245201802,0.3748196277133802,0.01684734776643964
378,0.6122496942749783,0.3710714314362463,0.01667887428877524
379,0.6122496942749784,0.3710714314362464,0.016678874288775243
380,0.6161271973322286,0.3673607171218839,0.01651208554588749
381,0.6099659253589064,0.37368710995066506,0.016346964690428616
382,0.6099659253589064,0.37368710995066506,0.016346964690428616
383,0.6138662661053174,0.3699502388511584,0.01618349504352433
384,0.6177276034442641,0.36625073646264683,0.016021660093089085
385,0.6215503274098215,0.36258822909802035,0.015861443492158196
386,0.6153348241357233,0.36896234680704015,0.015702829057236613
387,0.6153348241357233,0.36896234680704015,0.015702829057236613
388,0.609181475894366,0.37527272333896977,0.015545800766664246
389,0.6130896611354223,0.37151999610558006,0.015390342758997604
390,0.6069587645240682,0.37780479614452434,0.01523643933140763
391,0.606958764524068,0.3778047961445242,0.015236439331407626
392,0.6008891768788274,0.38402674818307897,0.01508407493809355
393,0.6048802851100392,0.3801864807012482,0.014933234188712617
394,0.6088314822589388,0.3763846158942357,0.01478390184682549
395,0.6027431674363494,0.38262076973529335,0.014636062828357235
396,0.5967157357619859,0.38879456203794044,0.014489702200073663
397,0.6007485784043661,0.3849066164175611,0.014344805178072928
398,0.6047410926203224,0.38105755025338534,0.014201357126292195
399,0.6086936816941193,0.37724697475085156,0.014059343555029274
400,0.602606744877178,0.38347450500334296,0.013918750119478978
401,0.6065806774284063,0.3796397599533095,0.013779562618284188
402,0.6105148706541222,0.3758433623537764,0.013641766992101347
403,0.6044097219475811,0.3820849287302387,0.013505349322180334
404,0.5983656247281053,0.3882640794429363,0.013370295828958531
405,0.5923819684808241,0.39438143864850683,0.013236592870668942
406,0.586458148796016,0.40043762426202184,0.013104226941962253
407,0.5805935673080558,0.4064332480194016,0.01297318467254263
408,0.5805935673080558,0.4064332480194016,0.01297318467254263
409,0.5847876316349753,0.4023689155392076,0.012843452825817203
410,0.5889397553186255,0.39834522638381553,0.012715018297559031
411,0.5889397553186255,0.39834522638381553,0.012715018297559031
412,0.5830503577654392,0.40436177411997737,0.01258786811458344
413,0.5830503577654392,0.40436177411997737,0.01258786811458344
414,0.5772198541877848,0.4103181563787775,0.012461989433437603
415,0.5814476556459071,0.4062149748149898,0.012337369539103228
416,0.5756331790894479,0.4121528250668398,0.012213995843712192
417,0.5798768472985535,0.40803129681617145,0.012091855885275072
418,0.5798768472985535,0.40803129681617145,0.012091855885275072
419,0.584078078825568,0.40395098384800976,0.011970937326422322
420,0.5882372980373123,0.39991147400952964,0.0118512279531581
421,0.5823549250569392,0.40591235926943436,0.011732715673626519
422,0.5823549250569392,0.40591235926943436,0.011732715673626519
423,0.5865313758063698,0.40185323567674003,0.011615388516890254
424,0.5906660620483061,0.3978347033199726,0.011499234631721351
425,0.5847594014278229,0.4038563562867728,0.011384242285404135
426,0.5789118074135448,0.40981779272390517,0.011270399862550096
427,0.5731226893394094,0.41571961479666614,0.011157695863924596
428,0.5673914624460152,0.4215624186486995,0.011046118905285349
429,0.561717547821555,0.42734679446221246,0.010935657716232495
430,0.5561003723433395,0.43307332651759034,0.01082630113907017
431,0.5561003723433395,0.43307332651759034,0.01082630113907017
432,0.5561003723433395,0.43307332651759034,0.01082630113907017
433,0.5605393686199062,0.42874259325241443,0.010718038127679469
434,0.5649339749337071,0.4244551673198903,0.010610857746402674
435,0.56928463518437,0.4202106156466914,0.010504749168938647
436,0.56928463518437,0.4202106156466914,0.010504749168938647
437,0.5735917888325263,0.41600850949022444,0.010399701677249261
438,0.5735917888325263,0.41600850949022444,0.010399701677249261
439,0.567855870944201,0.4218484243953222,0.010295704660476768
440,0.562177312234759,0.427629940151369,0.010192747613872
441,0.5565555391124114,0.43335364074985533,0.01009082013773328
442,0.5609899837212874,0.4290201043423568,0.009989911936355948
443,0.5609899837212873,0.4290201043423567,0.009989911936355947
444,0.5553800838840744,0.43472990329893313,0.009890012816992387
445,0.5598262830452337,0.4303826042659438,0.009791112688822464
446,0.5542280202147815,0.4360787782232844,0.009693201561934239
447,0.5486857400126336,0.44171799044105153,0.009596269546314897
448,0.5531988826125073,0.437300810536641,0.009500306850851748
449,0.5576668937863822,0.4329278024312746,0.00940530378234323
450,0.5520902248485183,0.43859852440696173,0.009311250744519797
451,0.5520902248485184,0.4385985244069618,0.009311250744519798
452,0.5520902248485184,0.4385985244069618,0.009311250744519798
453,0.5465693226000332,0.44421253916289216,0.0092181382370746
454,0.5511036293740329,0.43977041377126325,0.009125956854703854
455,0.5555925930802925,0.4353727096335506,0.009034697286156815
456,0.5500366671494897,0.44101898253721517,0.008944350313295248
457,0.5545363004779948,0.436608792711843,0.008854906810162296
458,0.5589909374732148,0.43224270478472443,0.00876635774206067
459,0.5634010280984828,0.42792027773687724,0.008678694164640066
460,0.5577670178174979,0.4336410749595085,0.008591907222993666
461,0.5621893476393229,0.4293046642099134,0.00850598815076373
462,0.5665674541629298,0.4250116175678143,0.008420928269256093
463,0.5609017796213004,0.43076150139213604,0.00833671898656353
464,0.5552927618250874,0.4364538863782147,0.008253351796697896
465,0.5597398342068366,0.4320893475144326,0.008170818278730918
466,0.5597398342068365,0.4320893475144325,0.008170818278730917
467,0.5541424358647682,0.4377684540392882,0.008089110095943609
468,0.5586010115061205,0.4333907694988953,0.008008218994984172
469,0.5530150013910593,0.43905686180390635,0.007928136805034331
470,0.5474848513771488,0.4446662931858673,0.007848855436983987
471,0.5520100028633773,0.4402196302540086,0.0077703668826141475
472,0.5464899028347435,0.44581743395146856,0.007692663213788006
473,0.5464899028347435,0.44581743395146856,0.007692663213788006
474,0.5410250038063961,0.4513592596119539,0.007615736581650126
475,0.545614753768332,0.4468456670158342,0.007539579215833623
476,0.5401586062306488,0.45237721034567596,0.007464183423675288
477,0.5347570201683424,0.4578534382422192,0.007389541589438535
478,0.5394094499666588,0.4532749038597969,0.007315646173544148
479,0.5440153554669923,0.44874215482119895,0.007242489711808707
480,0.5485752019123223,0.444254733272987,0.00717006481469062
481,0.5530894498931992,0.43981218594025717,0.007098364166543715
482,0.5475585553942672,0.4454140640808546,0.007027380524878278
